fid,cat,field_1,X,stream,reach,seq_order,channel_ty,latitude,longitude,unit_lengt,wetted_wid,max_depth_,pool_crest,LWD_small,LWD_med,LWD_large,root_debri,riparian_s,total_shad,fish_prese,undercut_L,undercut_R,sand,gravel,cobble,boulder,bedrock,dominantSi,dominant_1,understory,understo_1,understo_2,understo_3,understo_4,understo_5,overstoryV,overstor_1,overstor_2,overstor_3,overstor_4,overstor_5,overstor_6,overstor_7,riverDist
"590","590","594","595",Mahogany Creek,MC1-013,"1017",SSLS3,41.5253428524305,-119.060721351686,"3.8","1.38","0.18","0.29","0","0","0","0","3","3",N,"0","0","95","5","0","0","0",GF,GF,"3","90","7","5","85","10","0","0","0","0","0","0","0","0",308.541718981577
"591","591","595","596",Mahogany Creek,MC1-013,"1018",FNRN16,41.5253077050174,-119.060672295593,"16","0.76","0.24",NA,"0","0","0","0","7","7",N,"0","0","80","20","0","0","0",GF,GF,"10",NA,NA,"10",NA,NA,"0","0","0","0","0","0","0","0",311.525919230619
"592","592","596","597",Mahogany Creek,MC1-013,"1019",SSMC4,41.5252734164353,-119.060575326417,"2.15","1.17","0.23","0.32","0","0","0","0","4","4",N,"0","0","85","15","0","0","0",GF,GF,"5","80","15","10","80","10","0","0","0","0","0","0","0","0",318.461086074208
"593","593","597","598",Mahogany Creek,MC8-15-4,"421",SSMC1,41.5093414983616,-118.955321416551,"1","0.82","0.11","0.02","0","0","0","0","91","91",N,"0.68","0.2","70","20","10","0","0",SS,SS,"65","35","0","50","50","0","0","0","70","1","0","0","50","5",13201.5884071877
"594","594","598","599",Mahogany Creek,MC8-15-4,"422",SSMC2,41.5094767348013,-118.955313505014,"1.25","0.89","0.09","0.02","0","0","0","1","87","87",N,"1.25","0.3","70","20","10","0","0",SS,SS,"65","35","0","50","50","0","0","0","70","0","0","0","50","5",13187.7739477226
"595","595","599","600",Mahogany Creek,MC8-15-4,"423",FTRP1,41.5094227216993,-118.955311879177,"19","1.22","0.06",NA,"2","0","0","2","53","53",N,"11","6","60","25","10","5","0",SS,SS,"60","39","1","50","50","0","0","0","50","0","0","0","50","5",13193.0985393224
"596","596","600","601",Mahogany Creek,MC8-15-4,"424",SSLS3,41.5093259381152,-118.955177161195,"0.75","0.82","0.08","0.01","0","0","0","0","77","77",N,"0.84","0","55","44","1","0","0",SS,SS,"45","55","0","50","50","0","0","0","50","0","0","0","60","5",13197.3276237328
"597","597","601","602",Mahogany Creek,MC8-15-4,"425",FTRP2,41.5092725360085,-118.955139607155,"10","0.9","0.07",NA,"0","0","0","2","73","73",N,"1.5","2","60","28","10","2","0",SS,SS,"50","50","0","40","60","0","0","0","50","0","0","0","60","0",13201.1432949744
"598","598","602","603",Mahogany Creek,MC8-15-4,"426",SSMC4,41.5093731893282,-118.955046778562,"0.8","0.65","0.06","0.31","0","0","0","0","62","62",N,"0","0.8","80","17","3","0","0",SS,SS,"65","35","0","40","60","0","0","0","60","0","0","0","50","0",13187.3577658456
"599","599","603","604",Mahogany Creek,MC8-15-4,"427",FTRP3,41.5093394207239,-118.954913957481,"1.6","1.3","0.06",NA,"0","0","0","0","88","88",N,"1.5","1.5","50","30","10","10","0",SS,SS,"55","45","0","50","50","0","0","0","50","15","0","0","70","5",13185.374733772
"600","600","604","605",Mahogany Creek,MC8-15-4,"428",FNRN4,41.5092575864741,-118.954959423667,"2.1","1","0.07",NA,"0","0","0","1","84","84",N,"0","2.1","70","20","4","1","0",SS,SS,"65","35","0","60","40","0","0","0","70","10","0","0","80","10",13195.3735429926
"601","601","605","606",Mahogany Creek,MC8-15-4,"429",FTRP5,41.5092753871987,-118.954971941622,"3","1.28","0.06",NA,"0","0","0","1","89","89",N,"0","0","70","24","5","1","0",SS,SS,"45","55","0","60","40","0","0","0","80","15","0","0","75","5",13194.1017080956
"602","602","606","607",Mahogany Creek,MC8-15-4,"430",SSMC5,41.5092504170543,-118.95485136779,"1.4","2.3","0.07","0.28","0","0","0","1","94","94",N,"1.2","0.5","80","15","5","0","0",SS,SS,"55","45","0","60","40","0","0","0","85","10","0","0","18","5",13191.734298601
"603","603","607","608",Mahogany Creek,MC8-15-4,"431",FTRF6,41.5092858148884,-118.954888379759,"4.1","2.1","0.04",NA,"0","1","0","4","83","83",N,"0","4","60","25","10","5","0",SS,SS,"60","40","0","75","25","0","0","0","90","0","0","0","85","5",13189.6934523901
"604","604","608","609",Mahogany Creek,MC8-15-4,"432",SSMC6,41.5092690323271,-118.954815981274,"1.9","1.5","0.1","0.27","0","0","0","1","86","86",N,"0","0.9","85","10","5","0","0",SS,SS,"50","50","0","60","40","0","0","0","50","10","0","0","70","5",13188.4504586177
"605","605","609","610",Mahogany Creek,MC8-15-4,"433",SSMC7,41.5093236563365,-118.954781678329,"1.2","1.3","0.14","0.26","0","0","0","1","90","90",N,"0.9","0","90","5","5","0","0",SS,SS,"35","65","0","55","45","0","0","0","70","5","0","0","60","0",13181.6169659177
"606","606","610","611",Mahogany Creek,MC8-15-4,"434",FTRP7,41.5092309872063,-118.954934658697,"3.1","1.2","0.05",NA,"0","0","0","1","94","94",N,"0","0","60","32","7","1","0",SS,SS,"55","45","0","60","40","0","0","0","80","5","0","0","70","0",13197.0299636626
"607","607","611","612",Mahogany Creek,MC8-15-4,"435",FTRP8,41.5092774236136,-118.954852180512,"6",NA,NA,NA,"0","0","0","1","87","87",N,"4","0",NA,NA,NA,NA,"0",SS,SS,"40","60","0","50","50","0","0","0","78","5","0","0","70","0",13189.0719955102
"608","608","612","613",Mahogany Creek,MC8-15-4,"436",FTRP9,41.509333065777,-118.954757996982,"2.9","0.8","0.06",NA,"0","0","0","1","80","80",N,"0","0","55","40","4","1","0",SS,SS,"60","40","0","65","35","0","0","0","70","5","0","0","50","0",13179.7235485964
"609","609","613","614",Mahogany Creek,MC8-15-4,"436",FTRP9,41.509333065777,-118.954757996982,"2.9","0.8","0.06",NA,"0","0","0","1","80","80",N,"0","0","55","40","4","1","0",SS,SS,"60","40","0","65","35","0","0","0","70","5","0","0","50","0",13179.7235485964
"610","610","614","615",Mahogany Creek,MC8-15-4,"437",SSMC8,41.5092710685794,-118.954696220165,"1.4","0.7","0.1","0.25","0","0","0","0","90","90",N,"0","0.5","70","20","10","0","0",SS,SS,"45","55","0","60","40","0","0","0","50","0","0","0","40","10",13183.4208305146
"611","611","615","616",Mahogany Creek,MC8-15-4,"438",FTRP10,41.5092714758149,-118.954672267942,"5","0.55","0.06",NA,"0","0","0","0","90","90",N,"0.5","0","50","35","10","5","0",SS,SS,"60","40","0","35","65","0","0","0","80","5","0","0","60","15",13182.4148524697
"612","612","616","617",Mahogany Creek,MC8-15-4,"439",SSLS9,41.5094631686731,-118.954522266583,"1.5","1","0.14","0.24","0","0","0","0","91","91",N,"1","0","85","10","4","1","0",SS,SS,"50","50","0","60","40","0","0","0","85","5","0","0","80","10",13157.2400929529
"613","613","617","618",Mahogany Creek,MC8-15-4,"440",SSMC10,41.5093267106177,-118.954602036505,"2.3","1","0.12","0.25","0","0","0","0","100","100",N,"0.75","0","70","20","3","2","0",SS,SS,"70","30","0","60","40","0","0","0","75","5","0","0","80","5",13174.0724396842
