"";"X.";"Date.Time..PST.PDT.";"Ch..1...Differential.Pressure....psi.";"Ch..2...Absolute.Pressure....psi.";"Ch..3...Temperature.....F..";"Water.Level....ft.";"Barometric.Pressure....psi."
"8334";8334;"09/30/2022 08:08:29";"0.0767";"11.5612";"38.08";0,4423;"11.4845"
"8335";8335;"09/30/2022 08:23:29";"0.0778";"11.5624";"38.08";0,4448;"11.4847"
"8336";8336;"09/30/2022 08:38:29";"0.0739";"11.5606";"38.08";0,4359;"11.4867"
"8337";8337;"09/30/2022 08:53:29";"0.0764";"11.5637";"38.08";0,4416;"11.4873"
"8338";8338;"09/30/2022 09:08:29";"0.0764";"11.5640";"38.27";0,4416;"11.4876"
"8339";8339;"09/30/2022 09:23:29";"0.0769";"11.5633";"38.65";0,4428;"11.4864"
"8340";8340;"09/30/2022 09:38:29";"0.0724";"11.5608";"39.02";0,4324;"11.4884"
"8341";8341;"09/30/2022 09:53:29";"0.0735";"11.5626";"39.40";0,4349;"11.4892"
"8342";8342;"09/30/2022 10:08:29";"0.0735";"11.5632";"39.78";0,435;"11.4897"
"8343";8343;"09/30/2022 10:23:29";"0.0734";"11.5623";"40.34";0,4347;"11.4889"
"8344";8344;"09/30/2022 10:38:29";"0.0741";"11.5628";"40.71";0,4364;"11.4887"
"8345";8345;"09/30/2022 10:53:29";"0.0735";"11.5606";"41.27";0,4349;"11.4871"
"8346";8346;"09/30/2022 11:08:29";"0.0715";"11.5578";"41.83";0,4304;"11.4863"
"8347";8347;"09/30/2022 11:23:29";"0.0699";"11.5556";"42.38";0,4267;"11.4857"
"8348";8348;"09/30/2022 11:38:29";"0.0730";"11.5577";"42.93";0,4338;"11.4847"
"8349";8349;"09/30/2022 11:53:29";"0.0719";"11.5548";"43.48";0,4313;"11.4829"
"8350";8350;"09/30/2022 12:08:29";"0.0728";"11.5541";"44.22";0,4333;"11.4813"
"8351";8351;"09/30/2022 12:23:29";"0.0764";"11.5550";"44.76";0,4416;"11.4786"
"8352";8352;"09/30/2022 12:38:29";"0.0739";"11.5518";"45.49";0,436;"11.4779"
"8353";8353;"09/30/2022 12:53:29";"0.0751";"11.5505";"46.21";0,4386;"11.4754"
"8354";8354;"09/30/2022 13:08:29";"0.0731";"11.5473";"46.93";0,434;"11.4742"
"8355";8355;"09/30/2022 13:23:29";"0.0734";"11.5447";"47.65";0,4348;"11.4713"
"8356";8356;"09/30/2022 13:38:29";"0.0743";"11.5428";"48.00";0,4367;"11.4686"
"8357";8357;"09/30/2022 13:53:29";"0.0725";"11.5413";"48.18";0,4328;"11.4687"
"8358";8358;"09/30/2022 14:08:29";"0.0742";"11.5412";"48.54";0,4367;"11.4670"
"8359";8359;"09/30/2022 14:23:29";"0.0715";"11.5378";"48.72";0,4305;"11.4662"
"8360";8360;"09/30/2022 14:38:29";"0.0736";"11.5378";"48.72";0,4351;"11.4642"
"8361";8361;"09/30/2022 14:53:29";"0.0724";"11.5347";"48.72";0,4324;"11.4623"
"8362";8362;"09/30/2022 15:08:29";"0.0749";"11.5384";"48.72";0,4382;"11.4635"
"8363";8363;"09/30/2022 15:23:29";"0.0741";"11.5372";"48.72";0,4364;"11.4631"
"8364";8364;"09/30/2022 15:38:29";"0.0725";"11.5341";"48.72";0,4326;"11.4616"
"8365";8365;"09/30/2022 15:53:29";"0.0715";"11.5325";"48.54";0,4305;"11.4610"
"8366";8366;"09/30/2022 16:08:29";"0.0710";"11.5304";"48.36";0,4292;"11.4594"
"8367";8367;"09/30/2022 16:23:29";"0.0743";"11.5335";"48.00";0,4367;"11.4593"
"8368";8368;"09/30/2022 16:38:29";"0.0721";"11.5320";"47.82";0,4319;"11.4599"
"8369";8369;"09/30/2022 16:53:29";"0.0711";"11.5302";"47.47";0,4294;"11.4591"
"8370";8370;"09/30/2022 17:08:29";"0.0718";"11.5305";"47.29";0,4312;"11.4587"
"8371";8371;"09/30/2022 17:23:29";"0.0710";"11.5287";"46.93";0,4293;"11.4577"
"8372";8372;"09/30/2022 17:38:29";"0.0706";"11.5275";"46.57";0,4283;"11.4570"
"8373";8373;"09/30/2022 17:53:29";"0.0725";"11.5310";"46.39";0,4328;"11.4584"
"8374";8374;"09/30/2022 18:08:29";"0.0721";"11.5304";"46.03";0,4318;"11.4583"
"8375";8375;"09/30/2022 18:23:29";"0.0737";"11.5323";"45.67";0,4355;"11.4586"
"8376";8376;"09/30/2022 18:38:29";"0.0745";"11.5323";"45.31";0,4372;"11.4578"
"8377";8377;"09/30/2022 18:53:29";"0.0739";"11.5317";"44.94";0,4359;"11.4578"
"8378";8378;"09/30/2022 19:08:29";"0.0731";"11.5324";"44.58";0,4341;"11.4593"
"8379";8379;"09/30/2022 19:23:29";"0.0740";"11.5325";"44.22";0,4362;"11.4584"
"8380";8380;"09/30/2022 19:38:29";"0.0743";"11.5309";"44.03";0,4367;"11.4567"
"8381";8381;"09/30/2022 19:53:29";"0.0721";"11.5291";"43.67";0,4319;"11.4570"
"8382";8382;"09/30/2022 20:08:29";"0.0744";"11.5322";"43.30";0,4371;"11.4578"
"8383";8383;"09/30/2022 20:23:29";"0.0750";"11.5326";"43.12";0,4385;"11.4575"
"8384";8384;"09/30/2022 20:38:29";"0.0728";"11.5295";"42.75";0,4335;"11.4567"
"8385";8385;"09/30/2022 20:53:29";"0.0755";"11.5329";"42.57";0,4397;"11.4574"
"8386";8386;"09/30/2022 21:08:29";"0.0743";"11.5333";"42.38";0,4368;"11.4590"
"8387";8387;"09/30/2022 21:23:29";"0.0762";"11.5361";"42.20";0,4412;"11.4599"
"8388";8388;"09/30/2022 21:38:29";"0.0752";"11.5333";"42.01";0,4388;"11.4581"
"8389";8389;"09/30/2022 21:53:29";"0.0741";"11.5318";"41.83";0,4364;"11.4577"
"8390";8390;"09/30/2022 22:08:29";"0.0766";"11.5327";"41.64";0,4422;"11.4561"
"8391";8391;"09/30/2022 22:23:29";"0.0730";"11.5284";"41.64";0,4339;"11.4554"
"8392";8392;"09/30/2022 22:38:29";"0.0734";"11.5287";"41.46";0,4347;"11.4554"
"8393";8393;"09/30/2022 22:53:29";"0.0747";"11.5309";"41.27";0,4377;"11.4562"
"8394";8394;"09/30/2022 23:08:29";"0.0749";"11.5300";"41.09";0,4383;"11.4551"
"8395";8395;"09/30/2022 23:23:29";"0.0751";"11.5279";"40.90";0,4387;"11.4528"
"8396";8396;"09/30/2022 23:38:29";"0.0773";"11.5303";"40.90";0,4436;"11.4531"
"8397";8397;"09/30/2022 23:53:29";"0.0767";"11.5300";"40.71";0,4423;"11.4533"
"8398";8398;"10/01/2022 00:08:29";"0.0766";"11.5298";"40.53";0,442;"11.4532"
"8399";8399;"10/01/2022 00:23:29";"0.0764";"11.5291";"40.53";0,4416;"11.4528"
"8400";8400;"10/01/2022 00:38:29";"0.0771";"11.5282";"40.34";0,4431;"11.4512"
"8401";8401;"10/01/2022 00:53:29";"0.0760";"11.5279";"40.15";0,4408;"11.4519"
"8402";8402;"10/01/2022 01:08:29";"0.0752";"11.5264";"39.97";0,439;"11.4512"
"8403";8403;"10/01/2022 01:23:29";"0.0768";"11.5264";"39.97";0,4426;"11.4496"
"8404";8404;"10/01/2022 01:38:29";"0.0759";"11.5255";"39.78";0,4405;"11.4496"
"8405";8405;"10/01/2022 01:53:29";"0.0753";"11.5249";"39.78";0,4391;"11.4496"
"8406";8406;"10/01/2022 02:08:29";"0.0759";"11.5264";"39.59";0,4404;"11.4506"
"8407";8407;"10/01/2022 02:23:29";"0.0782";"11.5289";"39.59";0,4457;"11.4507"
"8408";8408;"10/01/2022 02:38:29";"0.0769";"11.5286";"39.40";0,4427;"11.4517"
"8409";8409;"10/01/2022 02:53:29";"0.0750";"11.5262";"39.40";0,4384;"11.4512"
"8410";8410;"10/01/2022 03:08:29";"0.0757";"11.5259";"39.21";0,44;"11.4502"
"8411";8411;"10/01/2022 03:23:29";"0.0761";"11.5252";"39.21";0,4409;"11.4491"
"8412";8412;"10/01/2022 03:38:29";"0.0759";"11.5240";"39.21";0,4404;"11.4481"
"8413";8413;"10/01/2022 03:53:29";"0.0765";"11.5243";"39.02";0,4419;"11.4478"
"8414";8414;"10/01/2022 04:08:29";"0.0772";"11.5219";"39.02";0,4435;"11.4446"
"8415";8415;"10/01/2022 04:23:29";"0.0761";"11.5228";"38.84";0,441;"11.4467"
"8416";8416;"10/01/2022 04:38:29";"0.0777";"11.5240";"38.84";0,4445;"11.4464"
"8417";8417;"10/01/2022 04:53:29";"0.0760";"11.5222";"38.84";0,4406;"11.4462"
"8418";8418;"10/01/2022 05:08:29";"0.0767";"11.5225";"38.65";0,4423;"11.4458"
"8419";8419;"10/01/2022 05:23:29";"0.0774";"11.5237";"38.65";0,4438;"11.4464"
"8420";8420;"10/01/2022 05:38:29";"0.0766";"11.5231";"38.65";0,4421;"11.4465"
"8421";8421;"10/01/2022 05:53:29";"0.0742";"11.5222";"38.46";0,4367;"11.4480"
"8422";8422;"10/01/2022 06:08:29";"0.0754";"11.5216";"38.46";0,4393;"11.4462"
"8423";8423;"10/01/2022 06:23:29";"0.0777";"11.5222";"38.46";0,4446;"11.4445"
"8424";8424;"10/01/2022 06:38:29";"0.0739";"11.5182";"38.27";0,4358;"11.4443"
"8425";8425;"10/01/2022 06:53:29";"0.0751";"11.5188";"38.27";0,4386;"11.4438"
"8426";8426;"10/01/2022 07:08:29";"0.0761";"11.5195";"38.27";0,441;"11.4433"
"8427";8427;"10/01/2022 07:23:29";"0.0758";"11.5207";"38.27";0,4402;"11.4449"
"8428";8428;"10/01/2022 07:38:29";"0.0767";"11.5216";"38.08";0,4423;"11.4449"
"8429";8429;"10/01/2022 07:53:29";"0.0774";"11.5235";"38.08";0,4439;"11.4461"
"8430";8430;"10/01/2022 08:08:29";"0.0766";"11.5247";"38.08";0,4421;"11.4481"
"8431";8431;"10/01/2022 08:23:29";"0.0763";"11.5241";"38.08";0,4413;"11.4478"
"8432";8432;"10/01/2022 08:38:29";"0.0754";"11.5244";"38.27";0,4394;"11.4490"
"8433";8433;"10/01/2022 08:53:29";"0.0750";"11.5244";"38.27";0,4384;"11.4494"
"8434";8434;"10/01/2022 09:08:29";"0.0749";"11.5253";"38.46";0,4381;"11.4504"
"8435";8435;"10/01/2022 09:23:29";"0.0752";"11.5259";"38.84";0,4388;"11.4507"
"8436";8436;"10/01/2022 09:38:29";"0.0735";"11.5246";"39.21";0,4349;"11.4512"
"8437";8437;"10/01/2022 09:53:29";"0.0728";"11.5264";"39.59";0,4334;"11.4536"
"8438";8438;"10/01/2022 10:08:29";"0.0714";"11.5258";"39.97";0,4303;"11.4544"
"8439";8439;"10/01/2022 10:23:29";"0.0733";"11.5282";"40.34";0,4345;"11.4549"
"8440";8440;"10/01/2022 10:38:29";"0.0715";"11.5260";"40.90";0,4304;"11.4545"
"8441";8441;"10/01/2022 10:53:29";"0.0730";"11.5275";"41.46";0,4338;"11.4545"
"8442";8442;"10/01/2022 11:08:29";"0.0731";"11.5247";"42.01";0,434;"11.4516"
"8443";8443;"10/01/2022 11:23:29";"0.0715";"11.5237";"42.57";0,4304;"11.4522"
"8444";8444;"10/01/2022 11:38:29";"0.0718";"11.5221";"43.12";0,431;"11.4503"
"8445";8445;"10/01/2022 11:53:29";"0.0730";"11.5242";"43.67";0,4338;"11.4512"
"8446";8446;"10/01/2022 12:08:29";"0.0741";"11.5228";"44.40";0,4365;"11.4487"
"8447";8447;"10/01/2022 12:23:29";"0.0706";"11.5188";"44.94";0,4284;"11.4481"
"8448";8448;"10/01/2022 12:38:29";"0.0729";"11.5193";"45.67";0,4336;"11.4464"
"8449";8449;"10/01/2022 12:53:29";"0.0718";"11.5171";"46.21";0,4312;"11.4452"
"8450";8450;"10/01/2022 13:08:29";"0.0694";"11.5117";"47.11";0,4255;"11.4423"
"8451";8451;"10/01/2022 13:23:29";"0.0705";"11.5119";"47.65";0,4281;"11.4414"
"8452";8452;"10/01/2022 13:38:29";"0.0727";"11.5119";"48.00";0,4333;"11.4391"
"8453";8453;"10/01/2022 13:53:29";"0.0728";"11.5118";"48.36";0,4335;"11.4390"
"8454";8454;"10/01/2022 14:08:29";"0.0724";"11.5096";"48.54";0,4325;"11.4372"
"8455";8455;"10/01/2022 14:23:29";"0.0734";"11.5093";"48.72";0,4347;"11.4359"
"8456";8456;"10/01/2022 14:38:29";"0.0724";"11.5083";"48.89";0,4325;"11.4359"
"8457";8457;"10/01/2022 14:53:29";"0.0724";"11.5083";"48.89";0,4325;"11.4359"
"8458";8458;"10/01/2022 15:08:29";"0.0736";"11.5096";"48.89";0,4353;"11.4359"
"8459";8459;"10/01/2022 15:23:29";"0.0700";"11.5053";"48.89";0,4271;"11.4352"
"8460";8460;"10/01/2022 15:38:29";"0.0723";"11.5071";"48.89";0,4323;"11.4348"
"8461";8461;"10/01/2022 15:53:29";"0.0722";"11.5074";"48.72";0,4321;"11.4352"
"8462";8462;"10/01/2022 16:08:29";"0.0722";"11.5072";"48.54";0,4321;"11.4349"
"8463";8463;"10/01/2022 16:23:29";"0.0733";"11.5066";"48.18";0,4344;"11.4333"
"8464";8464;"10/01/2022 16:38:29";"0.0719";"11.5057";"48.00";0,4314;"11.4338"
"8465";8465;"10/01/2022 16:53:29";"0.0706";"11.5035";"47.82";0,4285;"11.4329"
"8466";8466;"10/01/2022 17:08:29";"0.0704";"11.5036";"47.47";0,4279;"11.4332"
"8467";8467;"10/01/2022 17:23:29";"0.0703";"11.5033";"47.29";0,4276;"11.4330"
"8468";8468;"10/01/2022 17:38:29";"0.0730";"11.5064";"46.93";0,4338;"11.4335"
"8469";8469;"10/01/2022 17:53:29";"0.0725";"11.5071";"46.57";0,4326;"11.4346"
"8470";8470;"10/01/2022 18:08:29";"0.0715";"11.5074";"46.39";0,4304;"11.4359"
"8471";8471;"10/01/2022 18:23:29";"0.0733";"11.5093";"46.03";0,4344;"11.4361"
"8472";8472;"10/01/2022 18:38:29";"0.0748";"11.5125";"45.67";0,438;"11.4377"
"8473";8473;"10/01/2022 18:53:29";"0.0747";"11.5131";"45.31";0,4378;"11.4384"
"8474";8474;"10/01/2022 19:08:29";"0.0747";"11.5138";"44.94";0,4377;"11.4391"
"8475";8475;"10/01/2022 19:23:29";"0.0761";"11.5154";"44.76";0,4409;"11.4393"
"8476";8476;"10/01/2022 19:38:29";"0.0747";"11.5148";"44.40";0,4376;"11.4401"
"8477";8477;"10/01/2022 19:53:29";"0.0759";"11.5161";"44.03";0,4405;"11.4401"
"8478";8478;"10/01/2022 20:08:29";"0.0741";"11.5143";"43.67";0,4364;"11.4401"
"8479";8479;"10/01/2022 20:23:29";"0.0727";"11.5140";"43.48";0,4331;"11.4413"
"8480";8480;"10/01/2022 20:38:29";"0.0761";"11.5168";"43.30";0,4408;"11.4407"
"8481";8481;"10/01/2022 20:53:29";"0.0776";"11.5196";"43.12";0,4443;"11.4420"
"8482";8482;"10/01/2022 21:08:29";"0.0764";"11.5190";"42.75";0,4416;"11.4426"
"8483";8483;"10/01/2022 21:23:29";"0.0741";"11.5162";"42.57";0,4363;"11.4422"
"8484";8484;"10/01/2022 21:38:29";"0.0750";"11.5184";"42.38";0,4383;"11.4435"
"8485";8485;"10/01/2022 21:53:29";"0.0780";"11.5212";"42.20";0,4454;"11.4432"
"8486";8486;"10/01/2022 22:08:29";"0.0764";"11.5197";"42.01";0,4416;"11.4433"
"8487";8487;"10/01/2022 22:23:29";"0.0754";"11.5194";"41.83";0,4392;"11.4441"
"8488";8488;"10/01/2022 22:38:29";"0.0723";"11.5169";"41.83";0,4323;"11.4446"
"8489";8489;"10/01/2022 22:53:29";"0.0774";"11.5222";"41.64";0,444;"11.4448"
"8490";8490;"10/01/2022 23:08:29";"0.0761";"11.5213";"41.46";0,4409;"11.4452"
"8491";8491;"10/01/2022 23:23:29";"0.0762";"11.5223";"41.27";0,4411;"11.4461"
"8492";8492;"10/01/2022 23:38:29";"0.0759";"11.5223";"41.27";0,4404;"11.4464"
"8493";8493;"10/01/2022 23:53:29";"0.0764";"11.5226";"41.09";0,4415;"11.4462"
"8494";8494;"10/02/2022 00:08:29";"0.0793";"11.5248";"40.90";0,4481;"11.4455"
"8495";8495;"10/02/2022 00:23:29";"0.0766";"11.5211";"40.90";0,442;"11.4445"
"8496";8496;"10/02/2022 00:38:29";"0.0755";"11.5195";"40.71";0,4395;"11.4441"
"8497";8497;"10/02/2022 00:53:29";"0.0745";"11.5180";"40.53";0,4373;"11.4435"
"8498";8498;"10/02/2022 01:08:29";"0.0762";"11.5199";"40.53";0,4412;"11.4436"
"8499";8499;"10/02/2022 01:23:29";"0.0775";"11.5190";"40.34";0,4441;"11.4414"
"8500";8500;"10/02/2022 01:38:29";"0.0761";"11.5177";"40.34";0,441;"11.4416"
"8501";8501;"10/02/2022 01:53:29";"0.0746";"11.5168";"40.15";0,4376;"11.4422"
"8502";8502;"10/02/2022 02:08:29";"0.0756";"11.5180";"40.15";0,4397;"11.4425"
"8503";8503;"10/02/2022 02:23:29";"0.0767";"11.5190";"39.97";0,4422;"11.4423"
"8504";8504;"10/02/2022 02:38:29";"0.0787";"11.5215";"39.97";0,4469;"11.4428"
"8505";8505;"10/02/2022 02:53:29";"0.0743";"11.5162";"39.78";0,4369;"11.4419"
"8506";8506;"10/02/2022 03:08:29";"0.0770";"11.5193";"39.78";0,443;"11.4423"
"8507";8507;"10/02/2022 03:23:29";"0.0772";"11.5203";"39.59";0,4435;"11.4430"
"8508";8508;"10/02/2022 03:38:29";"0.0782";"11.5203";"39.59";0,4458;"11.4420"
"8509";8509;"10/02/2022 03:53:29";"0.0779";"11.5203";"39.59";0,4451;"11.4423"
"8510";8510;"10/02/2022 04:08:29";"0.0771";"11.5206";"39.40";0,4432;"11.4435"
"8511";8511;"10/02/2022 04:23:29";"0.0787";"11.5224";"39.40";0,4468;"11.4438"
"8512";8512;"10/02/2022 04:38:29";"0.0758";"11.5206";"39.40";0,4403;"11.4448"
"8513";8513;"10/02/2022 04:53:29";"0.0757";"11.5209";"39.21";0,44;"11.4452"
"8514";8514;"10/02/2022 05:08:29";"0.0759";"11.5215";"39.21";0,4404;"11.4457"
"8515";8515;"10/02/2022 05:23:29";"0.0772";"11.5246";"39.21";0,4435;"11.4474"
"8516";8516;"10/02/2022 05:38:29";"0.0759";"11.5237";"39.02";0,4404;"11.4478"
"8517";8517;"10/02/2022 05:53:29";"0.0785";"11.5262";"39.02";0,4464;"11.4477"
"8518";8518;"10/02/2022 06:08:29";"0.0781";"11.5274";"39.02";0,4456;"11.4493"
"8519";8519;"10/02/2022 06:23:29";"0.0799";"11.5299";"39.02";0,4496;"11.4500"
"8520";8520;"10/02/2022 06:38:29";"0.0779";"11.5296";"38.84";0,4449;"11.4517"
"8521";8521;"10/02/2022 06:53:29";"0.0776";"11.5302";"38.84";0,4444;"11.4526"
"8522";8522;"10/02/2022 07:08:29";"0.0780";"11.5315";"38.84";0,4452;"11.4535"
"8523";8523;"10/02/2022 07:23:29";"0.0790";"11.5339";"38.84";0,4476;"11.4549"
"8524";8524;"10/02/2022 07:38:29";"0.0765";"11.5333";"38.84";0,4418;"11.4568"
"8525";8525;"10/02/2022 07:53:29";"0.0791";"11.5383";"38.84";0,4478;"11.4591"
"8526";8526;"10/02/2022 08:08:29";"0.0786";"11.5389";"38.84";0,4466;"11.4603"
"8527";8527;"10/02/2022 08:23:29";"0.0782";"11.5401";"38.84";0,4458;"11.4619"
"8528";8528;"10/02/2022 08:38:29";"0.0777";"11.5407";"38.84";0,4445;"11.4631"
"8529";8529;"10/02/2022 08:53:29";"0.0756";"11.5404";"39.02";0,4398;"11.4648"
"8530";8530;"10/02/2022 09:08:29";"0.0760";"11.5426";"39.21";0,4407;"11.4665"
"8531";8531;"10/02/2022 09:23:29";"0.0754";"11.5422";"39.40";0,4393;"11.4668"
"8532";8532;"10/02/2022 09:38:29";"0.0744";"11.5434";"39.78";0,4371;"11.4690"
"8533";8533;"10/02/2022 09:53:29";"0.0744";"11.5468";"40.34";0,4372;"11.4723"
"8534";8534;"10/02/2022 10:08:29";"0.0743";"11.5474";"40.71";0,4368;"11.4731"
"8535";8535;"10/02/2022 10:23:29";"0.0736";"11.5482";"41.27";0,4352;"11.4747"
"8536";8536;"10/02/2022 10:38:29";"0.0730";"11.5482";"41.64";0,4338;"11.4752"
"8537";8537;"10/02/2022 10:53:29";"0.0719";"11.5485";"42.20";0,4314;"11.4765"
"8538";8538;"10/02/2022 11:08:29";"0.0742";"11.5512";"42.75";0,4366;"11.4770"
"8539";8539;"10/02/2022 11:23:29";"0.0719";"11.5496";"43.30";0,4313;"11.4777"
"8540";8540;"10/02/2022 11:38:29";"0.0731";"11.5501";"44.03";0,4341;"11.4770"
"8541";8541;"10/02/2022 11:53:29";"0.0745";"11.5516";"44.58";0,4372;"11.4771"
"8542";8542;"10/02/2022 12:08:29";"0.0746";"11.5528";"45.31";0,4375;"11.4781"
"8543";8543;"10/02/2022 12:23:29";"0.0748";"11.5524";"45.85";0,438;"11.4776"
"8544";8544;"10/02/2022 12:38:29";"0.0743";"11.5529";"46.57";0,4369;"11.4786"
"8545";8545;"10/02/2022 12:53:29";"0.0727";"11.5516";"47.29";0,4332;"11.4789"
"8546";8546;"10/02/2022 13:08:29";"0.0736";"11.5527";"48.00";0,4352;"11.4792"
"8547";8547;"10/02/2022 13:23:29";"0.0754";"11.5552";"48.36";0,4394;"11.4797"
"8548";8548;"10/02/2022 13:38:29";"0.0725";"11.5508";"48.72";0,4327;"11.4783"
"8549";8549;"10/02/2022 13:53:29";"0.0738";"11.5507";"49.07";0,4356;"11.4770"
"8550";8550;"10/02/2022 14:08:29";"0.0755";"11.5504";"49.25";0,4395;"11.4750"
"8551";8551;"10/02/2022 14:23:29";"0.0733";"11.5464";"49.43";0,4345;"11.4731"
"8552";8552;"10/02/2022 14:38:29";"0.0743";"11.5473";"49.60";0,4369;"11.4729"
"8553";8553;"10/02/2022 14:53:29";"0.0726";"11.5451";"49.78";0,4329;"11.4725"
"8554";8554;"10/02/2022 15:08:29";"0.0734";"11.5460";"49.60";0,4348;"11.4726"
"8555";8555;"10/02/2022 15:23:29";"0.0715";"11.5439";"49.43";0,4305;"11.4723"
"8556";8556;"10/02/2022 15:38:29";"0.0721";"11.5439";"49.43";0,4318;"11.4718"
"8557";8557;"10/02/2022 15:53:29";"0.0713";"11.5436";"49.25";0,4299;"11.4723"
"8558";8558;"10/02/2022 16:08:29";"0.0724";"11.5458";"49.07";0,4325;"11.4734"
"8559";8559;"10/02/2022 16:23:29";"0.0715";"11.5440";"48.72";0,4304;"11.4725"
"8560";8560;"10/02/2022 16:38:29";"0.0717";"11.5449";"48.54";0,4309;"11.4732"
"8561";8561;"10/02/2022 16:53:29";"0.0722";"11.5453";"48.36";0,432;"11.4731"
"8562";8562;"10/02/2022 17:08:29";"0.0721";"11.5462";"48.18";0,4319;"11.4741"
"8563";8563;"10/02/2022 17:23:29";"0.0730";"11.5475";"47.82";0,4338;"11.4745"
"8564";8564;"10/02/2022 17:38:29";"0.0719";"11.5478";"47.65";0,4312;"11.4760"
"8565";8565;"10/02/2022 17:53:29";"0.0729";"11.5503";"47.29";0,4337;"11.4774"
"8566";8566;"10/02/2022 18:08:29";"0.0716";"11.5501";"47.11";0,4307;"11.4784"
"8567";8567;"10/02/2022 18:23:29";"0.0711";"11.5520";"46.75";0,4294;"11.4809"
"8568";8568;"10/02/2022 18:38:29";"0.0727";"11.5545";"46.39";0,4332;"11.4818"
"8569";8569;"10/02/2022 18:53:29";"0.0721";"11.5551";"46.03";0,4317;"11.4831"
"8570";8570;"10/02/2022 19:08:29";"0.0749";"11.5583";"45.67";0,4382;"11.4834"
"8571";8571;"10/02/2022 19:23:29";"0.0735";"11.5583";"45.31";0,435;"11.4848"
"8572";8572;"10/02/2022 19:38:29";"0.0750";"11.5608";"44.94";0,4384;"11.4858"
"8573";8573;"10/02/2022 19:53:29";"0.0758";"11.5612";"44.76";0,4402;"11.4854"
"8574";8574;"10/02/2022 20:08:29";"0.0758";"11.5631";"44.40";0,4402;"11.4873"
"8575";8575;"10/02/2022 20:23:29";"0.0749";"11.5646";"44.22";0,4382;"11.4897"
"8576";8576;"10/02/2022 20:38:29";"0.0743";"11.5665";"43.85";0,4369;"11.4922"
"8577";8577;"10/02/2022 20:53:29";"0.0741";"11.5669";"43.67";0,4363;"11.4928"
"8578";8578;"10/02/2022 21:08:29";"0.0748";"11.5684";"43.48";0,4379;"11.4937"
"8579";8579;"10/02/2022 21:23:29";"0.0758";"11.5700";"43.30";0,4401;"11.4942"
"8580";8580;"10/02/2022 21:38:29";"0.0739";"11.5669";"42.93";0,4358;"11.4931"
"8581";8581;"10/02/2022 21:53:29";"0.0755";"11.5700";"42.93";0,4396;"11.4945"
"8582";8582;"10/02/2022 22:08:29";"0.0749";"11.5691";"42.75";0,4381;"11.4942"
"8583";8583;"10/02/2022 22:23:29";"0.0756";"11.5713";"42.57";0,4398;"11.4957"
"8584";8584;"10/02/2022 22:38:29";"0.0774";"11.5741";"42.38";0,4439;"11.4967"
"8585";8585;"10/02/2022 22:53:29";"0.0747";"11.5707";"42.20";0,4378;"11.4960"
"8586";8586;"10/02/2022 23:08:29";"0.0742";"11.5704";"42.01";0,4365;"11.4963"
"8587";8587;"10/02/2022 23:23:29";"0.0760";"11.5732";"41.83";0,4406;"11.4973"
"8588";8588;"10/02/2022 23:38:29";"0.0768";"11.5745";"41.83";0,4424;"11.4977"
"8589";8589;"10/02/2022 23:53:29";"0.0740";"11.5717";"41.64";0,4361;"11.4977"
"8590";8590;"10/03/2022 00:08:29";"0.0762";"11.5739";"41.46";0,4411;"11.4977"
"8591";8591;"10/03/2022 00:23:29";"0.0755";"11.5727";"41.46";0,4396;"11.4971"
"8592";8592;"10/03/2022 00:38:29";"0.0766";"11.5742";"41.27";0,4422;"11.4976"
"8593";8593;"10/03/2022 00:53:29";"0.0765";"11.5733";"41.09";0,4418;"11.4969"
"8594";8594;"10/03/2022 01:08:29";"0.0774";"11.5743";"40.90";0,4439;"11.4969"
"8595";8595;"10/03/2022 01:23:29";"0.0745";"11.5724";"40.90";0,4374;"11.4979"
"8596";8596;"10/03/2022 01:38:29";"0.0749";"11.5733";"40.71";0,4382;"11.4984"
"8597";8597;"10/03/2022 01:53:29";"0.0774";"11.5758";"40.71";0,4438;"11.4984"
"8598";8598;"10/03/2022 02:08:29";"0.0757";"11.5749";"40.53";0,4401;"11.4992"
"8599";8599;"10/03/2022 02:23:29";"0.0744";"11.5737";"40.53";0,4369;"11.4993"
"8600";8600;"10/03/2022 02:38:29";"0.0759";"11.5755";"40.53";0,4405;"11.4996"
"8601";8601;"10/03/2022 02:53:29";"0.0756";"11.5752";"40.34";0,4399;"11.4996"
"8602";8602;"10/03/2022 03:08:29";"0.0760";"11.5746";"40.34";0,4408;"11.4986"
"8603";8603;"10/03/2022 03:23:29";"0.0751";"11.5734";"40.34";0,4386;"11.4983"
"8604";8604;"10/03/2022 03:38:29";"0.0747";"11.5737";"40.15";0,4377;"11.4990"
"8605";8605;"10/03/2022 03:53:29";"0.0741";"11.5731";"40.15";0,4363;"11.4990"
"8606";8606;"10/03/2022 04:08:29";"0.0761";"11.5759";"39.97";0,441;"11.4998"
"8607";8607;"10/03/2022 04:23:29";"0.0756";"11.5765";"39.97";0,4398;"11.5009"
"8608";8608;"10/03/2022 04:38:29";"0.0776";"11.5784";"39.97";0,4444;"11.5008"
"8609";8609;"10/03/2022 04:53:29";"0.0789";"11.5799";"39.78";0,4473;"11.5011"
"8610";8610;"10/03/2022 05:08:29";"0.0753";"11.5781";"39.78";0,439;"11.5028"
"8611";8611;"10/03/2022 05:23:29";"0.0757";"11.5799";"39.78";0,44;"11.5042"
