Comments Form,,,,,,,,,,
Date,Reach #,SO,Channel Unit and Type ,Waypoint name,Latitude/Northing,Longitude/Easting,Zone:,Datum:,Comments,Site description
7/1/2015,MC3-458,170,SSPL8,MSO170,0333211,4600145,11,NAD 83,Last unit before rock outcropping closes in. Overhanging rocks.,"Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
7/1/2015,MC3-458,NA,NA,MC458END,0333208,4600155,11,NAD 83,,"Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
7/15/2015,MC6-604,271,SSLS1,MSO271,0335278,4599505,11,NAD 83,Right bank grass vegetation comes all the way down to the stream. Undercut right bank by .5 of a meter. Left bank aspen is fairly thick along and goes out from bank <15 m.,In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,272,FNRN1,MSO272,0335285,4599497,11,NAD 83,A small plunge pool habitat inside run. It was .9 meters. Right bank pretty open from over story for the first 6 meters out from bankfull.,In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,273,FTRF2,MSO273,0335289,4599501,11,NAD 83,Left bank willow growing out of bank with a nice undercut on most of the left bank. Old stump in middle of stream. Nearing a rapid with the gradient.,In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,274,SSMC2,MSO274,0335290,4599499,11,NAD 83,"Some run habitat at the side of pool. Dead willow overgrown over the top of the stream. Deepest part of the pool is midchannel, but historically it looks to be lateral scour.",In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,275,SSLS3,MSO275,0335287,4599495,11,NAD 83,Small run habitat separating MSO274 and 275 only about .75 meters long. A good patchof willow crossing from right bank over creek to the left side. A whole lot of fine sedament and organic matter built up on stream bend.,In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,276,FNRN3,MSO276,0335285,4599495,11,NAD 83,We combined a small riffle with the run and the majority of the unit is a run. The run is 3 meters and about 1.5 meters of riffle habitat. More open on right bank than the left bank.,In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,277,SSMC4,MSO277,0335293,4599501,11,NAD 83,"Midchannel scour only with higher water. With this low water, it's really flowing around the deepest part. Willow encroaching on the left and right banks.",In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,278,FTRF4,MSO278,0335294,4599493,11,NAD 83,"Some aspens growing near the right banks. On left bank, dead willow branches laying down towards the stream. Upper part of unit, small spring coming into Mahogany Creek. Damp on surface of bank and small trickle of water. Lots of algae where the small spring comes into creek.",In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,279,SSLS5,MSO279,0335314,4599481,11,NAD 83,Deep overhanging bank on the left side of stream bend. Pool is shaded very well about .5 meters. It's built a nice vegetated point bar that is fairly stable with some vegetation and gravel.,In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,280,FNRN5,MSO280,0335315,4599490,11,NAD 83,"Some riffly habitat in run, but not enough to break and start a new unit. There is a big bend on the lower end of unit, but it doesn't scour in to a pool. It stays a run. Previous survey reach rebar marker at base of willow on left bank (GAWS?).",In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,281,SSLS6,MSO281,0335326,4599487,11,NAD 83,"Undercut left bank around almost the entire bank. On the left bank about 2 meters away one big muddy, wet puddles, but it doesn't enter the creek in this unit. Dead willow overhang most of the creek. Measured at deepest part and largest wet (?) is 2 m.",In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,282,FNRN6,MSO282,0335328,4599490,11,NAD 83,"Some woody shrubs mear edge of water. Fish about 130 mm long using undercut bank habitat on the right bank. Run habitat, but the water is so low that it is super slow.",In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,283,SSLS7,MSO283,0335345,4599491,11,NAD 83,"Dead willow overhanging the bend in the creek. Nice deep undercut on the left bank, which goes for the majority of its length. About a .5 m undercut. Fish using undercut on left bank.",In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,284,FNRN7,MSO284,0335340,4599488,11,NAD 83,"Interchanges in between a run and a riffle. Mostly run with little bit of riffles. Grass growing right next to both banks. On right bank, aspen are right on the edge of creek.",In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,285,SSLS8,MSO285,0335334,4599494,11,NAD 83,Some dead willows in middle of creek. Water is sl low it's exposed a small gravel bar in middle of creek.,In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,286,FNRN8,MSO286,0335340,4599493,11,NAD 83,"Dead willow and aspen falling over the creek all above bankfull. Aspen growing next to right bank, left bank has willows almost growing out of stream.",In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,287,SSMC9,MSO287,0335332,4599491,11,NAD 83,A spring flows in only about a meter long and feeds into the main channel. Rocks come down to within three meters of creek.,In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,288,FNRN9,MSO288,0335345,4599492,11,NAD 83,Left bank on group of willows growing out from bank and over stream. Spring flow into main channel. Slow water goes up only 2 meters.,In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,289,SSMC10,MSO289,0335357,4599481,11,NAD 83,Pool crest barely has water flowing over. Lots of shade from willow overhanging the pool. Very slow water.,In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,290,FNRN10,MSO290,0335354,4599484,11,NAD 83,Really shallow along the whole unit.,In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC6-604,NA,NA,MC604END,0335361,4599480,11,NAD 83,,In the MC canyon. Thick with aspen and willow. Algae covering all substrate. Stream seems entrenched.
7/15/2015,MC7-733,301,SSLS1,MSO301,0336686,4598668,11,NAD 83,Nice deep pool. Hillside close on right bank. Deep undercut banks on both sides.,"Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
